title,organization,rating,review_count,difficulty,course_type,duration,skills,url,is_free,course_id
IBM Java Developer,"IBM, SkillUp EdTech",4.648874934589219,5733,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Prompt Engineering, Software Development Life Cycle, Cloud-Native Computing, Hibernate (Java), Database Design, Docker (Software), Software Architecture, Containerization, Development Environment, Git (Version Control System), GitHub, Cascading Style Sheets (CSS), Microservices, Object Oriented Programming (OOP), Restful API, Java Programming, Engineering Software, Version Control, Database Management, Software Design",/professional-certificates/java-developer,False,s12n~8xjb0SjZT32EQ_gU2mscFw
IBM Back-end JavaScript Developer,IBM,4.5969506224646794,7149,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Istio, Software Development Life Cycle, Node.JS, Containerization, Kubernetes, Server Side, MongoDB, Application Deployment, Cloud-Native Computing, NoSQL, Software Architecture, Development Environment, Restful API, OpenShift, Git (Version Control System), Cascading Style Sheets (CSS), Ajax, Javascript, Azure DevOps, Engineering Software",/professional-certificates/backend-javascript-developer,False,s12n~DwDux8AASFW7gmcmra7jUQ
IBM iOS and Android Mobile App Developer,"IBM, SkillUp EdTech",4.609748184767495,6473,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"React Native, Prompt Engineering, Software Development Life Cycle, Flutter (Software), Swift Programming, Apple Xcode, Mobile Development, Android Studio, Android Development, User Centered Design, Apple iOS, React Redux, Software Architecture, Development Environment, Git (Version Control System), GitHub, React.js, Cascading Style Sheets (CSS), Android (Operating System), AI Personalization",/professional-certificates/ibm-ios-android-mobile-app-developer-pc,False,s12n~-wRN5Od6SduyASmOwkxaUQ
IBM Front-End Developer,IBM,4.611969401529923,6667,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Bootstrap (Front-End Framework), Software Development Life Cycle, User Centered Design, Cloud-Native Computing, React Redux, Software Architecture, Development Environment, NoSQL, Git (Version Control System), GitHub, Webpack, Application Development, MongoDB, React.js, Cascading Style Sheets (CSS), Agile Methodology, Front-End Web Development, Browser Compatibility, HTML and CSS, Engineering Software",/professional-certificates/ibm-frontend-developer,False,s12n~Xk5jdSFeTAOktBHrjY0Kdw
Financial Markets,Yale University,4.808318264014466,30968,Beginner,Course,ONE_TO_THREE_MONTHS,"Investment Banking, Risk Management, Financial Market, Financial Regulation, Financial Services, Finance, Business Risk Management, Securities (Finance), Financial Policy, Enterprise Risk Management (ERM), Capital Markets, Behavioral Economics, Banking, Corporate Finance, Governance, Investments, Insurance, Underwriting, Derivatives, Market Dynamics",/learn/financial-markets-global,True,course~SgcGB0YOEeemlQrrzf9X-A
AI Agent Developer,Vanderbilt University,4.799456447886938,7359,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Prompt Engineering, ChatGPT, Generative AI Agents, Generative AI, Ideation, Verification And Validation, Data Validation, Data Presentation, Productivity, AI Personalization, Document Management, Agentic systems, Artificial Intelligence, Personalized Service, Large Language Modeling, OpenAI, Risk Management Framework, Expense Management, Microsoft Excel, Software Development",/specializations/ai-agents,False,s12n~AZal18caQfOPCtxczxMkgg
Meta Social Media Marketing,Meta,4.822580495499677,21554,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Paid media, Social Media Management, Social Media Marketing, Social Media, Marketing Analytics, Target Audience, Content Creation, Marketing Budgets, Social Media Strategy, Social Media Campaigns, Instagram, Campaign Management, Marketing Effectiveness, Online Advertising, Marketing, Performance Analysis, Key Performance Indicators (KPIs), Presentations, Digital Marketing, Brand Management",/professional-certificates/facebook-social-media-marketing,False,s12n~9kmimrDIEeqxzQqieMm42w
Start Writing Prompts like a Pro,Google,4.794830371567044,619,Beginner,Course,ONE_TO_FOUR_WEEKS,Prompt Engineering,/learn/google-start-writing-prompts-like-a-pro,False,course~rxFYXB6iEfC5wQ7Ux-t3bw
IBM IT Project Manager,"IBM, SkillUp EdTech",4.741547768519575,8761,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"User Story, Software Development Life Cycle, Stakeholder Engagement, Project Management Life Cycle, Resource Management, Peer Review, Agile Software Development, Earned Value Management, Software Architecture, Development Environment, Stakeholder Management, Agile Methodology, Project Risk Management, Project Management, Information Technology, Risk Management, Sprint Retrospectives, Interviewing Skills, Leadership, Communication",/professional-certificates/ibm-it-project-manager,False,s12n~p_qFGiDwSnCcNu7dokKQMQ
Intuit Academy Bookkeeping,Intuit,4.582129939718685,7465,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Reconciliation, Financial Statements, Financial Statement Analysis, Inventory Accounting, Payroll, Bookkeeping, QuickBooks (Accounting Software), Payroll Administration, Inventory Control, Payroll Processing, Income Statement, Balance Sheet, Depreciation, Fixed Asset, Payroll Tax, Property Accounting, Accounting Software, Financial Analysis, Sales Tax, Financial Accounting",/professional-certificates/intuit-bookkeeping,False,s12n~WcLCtpMeEeuROg5gvar_qw
IBM and ISC2 Cybersecurity Specialist,"IBM, ISC2",4.672878311629995,13362,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Network Security, Incident Response, Cloud Computing Architecture, Penetration Testing, Computer Security Incident Management, Cloud Services, Business Continuity, Disaster Recovery, Security Controls, Peripheral Devices, Configuration Management, Cybersecurity, Computing Platforms, Governance, Cloud Security, Network Troubleshooting, Cloud Platforms, Application Security, Information Technology, Cryptography",/professional-certificates/ibm-isc2-cybersecurity-specialist,False,s12n~-s180RslQ8SG59v5P2kV2g
Technical Support Fundamentals,Google,4.826555389791574,160201,Beginner,Course,ONE_TO_THREE_MONTHS,"Desktop Support, Computer Hardware, Technical Support, Software Installation, Help Desk Support, Technical Documentation, Hardware Troubleshooting, Software Documentation, Customer Support, End User Training and Support, Computer Networking, Information Technology, Computer Architecture, Technical Communication, Linux, Microsoft Windows",/learn/technical-support-fundamentals,False,course~7sBiclFIEeetjQ5ppGVTyA
Agentic AI and AI Agents for Leaders,Vanderbilt University,4.804744798682832,6681,Beginner,Specialization,ONE_TO_THREE_MONTHS,"Prompt Engineering, ChatGPT, Generative AI Agents, Generative AI, Workflow Management, Agentic systems, Productivity, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), AI Personalization, Business Process Automation, Personalized Service, Large Language Modeling, Automation, Business Transformation, Expense Management, Creative Thinking, Ingenuity, Technology Strategies, Productivity Software",/specializations/ai-agents-for-leaders,False,s12n~W4Eg6e6LSB-X2Y9MvdsxSg
Foundations of Digital Marketing and E-commerce,Google,4.826507475377312,28226,Beginner,Course,ONE_TO_FOUR_WEEKS,"Data Storytelling, Performance Measurement, Search Engine Marketing, Content Performance Analysis, Data-Driven Decision-Making, Search Engine Optimization, Branding, Web Analytics and SEO, Business Metrics, Marketing Strategy and Techniques, Digital Marketing, Customer Engagement, Customer experience strategy (CX), Digital Advertising, Marketing, E-Commerce, Email Marketing, Brand Awareness, Marketing Analytics, Target Audience",/learn/foundations-of-digital-marketing-and-e-commerce,False,course~g-0dF3JpEeys9RJMWW48Yw
Generative AI Strategic Leader,Vanderbilt University,4.803880282749286,6649,Beginner,Specialization,ONE_TO_THREE_MONTHS,"Prompt Engineering, ChatGPT, Generative AI Agents, Generative AI, Workflow Management, Productivity, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Business Process Automation, Agentic systems, Strategic Decision-Making, Business Intelligence, Business Leadership, Data-Driven Decision-Making, Organizational Leadership, Automation, Strategic Planning, Talent Acquisition, Procurement, Planning",/specializations/generative-ai-strategic-leader,False,s12n~-2TofyLDQaqp804mElZgOw
AI Agents and Agentic AI in Python: Powered by Generative AI,Vanderbilt University,4.809334182860784,6278,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Prompt Engineering, ChatGPT, Generative AI Agents, Productivity, Agentic systems, Generative AI, Artificial Intelligence, Large Language Modeling, OpenAI, Creative Thinking, Ingenuity, Brainstorming, Software Development Tools, Application Development, Prototyping, Persona (User Experience), Business Logic, Application Programming Interface (API), Transaction Processing, Interoperability",/specializations/ai-agents-python,False,s12n~m55Ol2pRRCSCIHdXN3uvKQ
IBM IT Scrum Master,"IBM, SkillUp EdTech",4.7603678065915895,9679,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"User Story, Software Development Life Cycle, Sprint Retrospectives, Agile Software Development, Software Architecture, Development Environment, Kanban Principles, DevOps, Backlogs, Engineering Software, Scrum (Software Development), Information Technology, Agile Project Management, Software Design, Computer Hardware, Agile Methodology, Sprint Planning, Leadership, Risk Management, Communication",/professional-certificates/ibm-it-scrum-master,False,s12n~PcLcxy4QSEyvznUR586XHA
Maximize Productivity With AI Tools,Google,4.814004376367615,457,Beginner,Course,ONE_TO_FOUR_WEEKS,"Business Workflow Analysis, Generative AI, Process Optimization, Productivity Software, Prompt Engineering, Operational Efficiency, Complex Problem Solving",/learn/google-maximize-productivity-with-ai-tools,False,course~1BZbGR6kEfCpIQr_6QDb7Q
Generative AI Assistants,Vanderbilt University,4.807848922986131,6778,Beginner,Specialization,ONE_TO_THREE_MONTHS,"Prompt Engineering, ChatGPT, Generative AI, Ideation, Verification And Validation, Data Validation, Productivity, AI Personalization, Artificial Intelligence, Personalized Service, Large Language Modeling, Risk Management Framework, Expense Management, Creative Thinking, Ingenuity, Productivity Software, Brainstorming, Data Ethics, Travel Arrangements, Innovation",/specializations/generative-ai-assistants,False,s12n~ux0MaVNwTzWn8jlntVix4A
IBM Product Owner,"IBM, SkillUp EdTech",4.747472727272727,5500,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"User Story, Sprint Retrospectives, Backlogs, Agile Product Development, Agile Software Development, Stakeholder Communications, Agile Methodology, Kanban Principles, Generative AI, Product Roadmaps, Virtual Teams, Information Technology, Agile Project Management, Computer Hardware, Product Strategy, ChatGPT, Stakeholder Management, Sprint Planning, Product Management, Market Intelligence",/professional-certificates/ibm-product-owner,False,s12n~aWgD0ohgSjCnQWZ-iPv6xw
Generative AI Automation,Vanderbilt University,4.80194036239121,7009,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Prompt Engineering, ChatGPT, Ideation, Verification And Validation, Data Validation, Data Presentation, Productivity, Generative AI, Document Management, Data Synthesis, Image Analysis, Data Capture, Artificial Intelligence, OpenAI, Large Language Modeling, Data Analysis, Organizational Skills, Risk Management Framework, Computer Vision, Microsoft Excel",/specializations/generative-ai-automation,False,s12n~cR_MndEVQwqrXxahGetzSg
Generative AI Data Analyst,Vanderbilt University,4.805026256564141,6665,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Data Storytelling, Prompt Engineering, Data Presentation, ChatGPT, Data Synthesis, Microsoft Excel, Productivity, Document Management, Excel Formulas, Data Analysis, SQL, Generative AI, Artificial Intelligence, Pivot Tables And Charts, Data Visualization, Data Cleansing, Large Language Modeling, Data Integration, Data Transformation, Databases",/specializations/generative-ai-data-analyst,False,s12n~7yb-5IuxRsewkoQLuFpH6A
Prompt Engineering,Vanderbilt University,4.8021817656408015,6921,Beginner,Specialization,ONE_TO_THREE_MONTHS,"Prompt Engineering, ChatGPT, Ideation, Verification And Validation, Data Validation, Data Presentation, Productivity, Document Management, Generative AI, Artificial Intelligence, Large Language Modeling, Risk Management Framework, Microsoft Excel, Creative Thinking, Ingenuity, Brainstorming, Problem Solving, Data Ethics, Data Analysis, Information Management",/specializations/prompt-engineering,False,s12n~hdt6rMl0TJC-7KKuEFUTcg
ChatGPT: Master Free AI Tools to Supercharge Productivity,Vanderbilt University,4.812957957957958,6660,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Prompt Engineering, ChatGPT, Generative AI, Productivity, AI Personalization, Artificial Intelligence, Personalized Service, Large Language Modeling, Expense Management, Creative Thinking, Ingenuity, Productivity Software, Brainstorming, Travel Arrangements, Innovation, Scenario Testing, Problem Solving, Communication, Planning, Marketing",/specializations/chatgpt-free-ai-tools-to-excel,False,s12n~a9PgA8dlQdq2X05pcRS0Kw
DeepLearning.AI Data Analytics,DeepLearning.AI,4.689655172413793,116,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Data Storytelling, Data Presentation, Web Scraping, Google Sheets, Data Visualization, Spreadsheet Software, Large Language Modeling, Data Literacy, Dashboard, Data Visualization Software, Tableau Software, Pandas (Python Package), Time Series Analysis and Forecasting, Probability & Statistics, Extract, Transform, Load, Statistical Analysis, Statistics, Data Analysis, Data Validation, Descriptive Statistics",/professional-certificates/data-analytics,False,s12n~qwJ828A1SqKUsjDKu83tfw
